sample_id,treatment,cohort,organ,model_class_raw,displayed_class_count,displayed_total_count,displayed_class_fraction,displayed_class_percent,log10_displayed_class_count_plus_1,phenotype_display
m26-004,Sucrose,NPY,Kidney,Neutrophils,10,10861,0.0009207255317189945,0.09207255317189945,1.041392685158225,Neutrophil-like
m26-004,Sucrose,NPY,Kidney,Macrophages,1088,10861,0.10017493785102662,10.017493785102662,3.037027879755775,Macrophage-like
m26-004,Sucrose,NPY,Kidney,Muscle Cell,24,10861,0.002209741276125587,0.22097412761255872,1.3979400086720377,Muscle-like
m26-004,Sucrose,NPY,Kidney,Endothelial Cell,0,10861,0.0,0.0,0.0,Endothelial-like
m26-004,Sucrose,NPY,Kidney,Red blood cell,0,10861,0.0,0.0,0.0,RBC-like
m26-004,Sucrose,NPY,Kidney,Epithelial,8283,10861,0.7626369579228433,76.26369579228432,3.918240090221415,Epithelial-like
m26-004,Sucrose,NPY,Kidney,Apoptotic Body,875,10861,0.08056348402541202,8.056348402541202,2.9425041061680806,Apoptotic-like
m26-004,Sucrose,NPY,Kidney,Mitotic Figures,0,10861,0.0,0.0,0.0,Mitotic-like
m26-004,Sucrose,NPY,Kidney,Minor Stromal Cell,0,10861,0.0,0.0,0.0,Minor stromal-like
m26-004,Sucrose,NPY,Spleen,Lymphocytes,1385,18083,0.07659127357186307,7.659127357186307,3.141763230275788,Lymphocyte-like
m26-004,Sucrose,NPY,Spleen,Fibroblasts,11595,18083,0.6412099762207598,64.12099762207598,4.06430820668296,Fibroblast-like
m26-004,Sucrose,NPY,Spleen,Plasmocytes,3,18083,0.00016590167560692363,0.016590167560692363,0.6020599913279624,Plasmocyte-like
m26-004,Sucrose,NPY,Spleen,Eosinophils,0,18083,0.0,0.0,0.0,Eosinophil-like
m26-004,Sucrose,NPY,Spleen,Neutrophils,17,18083,0.0009401094951059006,0.09401094951059005,1.255272505103306,Neutrophil-like
m26-004,Sucrose,NPY,Spleen,Macrophages,4177,18083,0.23099043300337332,23.099043300337332,3.62096843564429,Macrophage-like
m26-004,Sucrose,NPY,Spleen,Muscle Cell,21,18083,0.0011613117292484654,0.11613117292484654,1.3424226808222062,Muscle-like
m26-004,Sucrose,NPY,Spleen,Endothelial Cell,48,18083,0.002654426809710778,0.2654426809710778,1.6901960800285136,Endothelial-like
m26-004,Sucrose,NPY,Spleen,Red blood cell,0,18083,0.0,0.0,0.0,RBC-like
m26-004,Sucrose,NPY,Spleen,Epithelial,735,18083,0.04064591052369629,4.064591052369629,2.866877814337499,Epithelial-like
m26-004,Sucrose,NPY,Spleen,Apoptotic Body,102,18083,0.005640656970635404,0.5640656970635404,2.012837224705172,Apoptotic-like
m26-004,Sucrose,NPY,Spleen,Mitotic Figures,0,18083,0.0,0.0,0.0,Mitotic-like
m26-004,Sucrose,NPY,Spleen,Minor Stromal Cell,0,18083,0.0,0.0,0.0,Minor stromal-like
