sample_id,treatment,cohort,organ,model_class_raw,clr_value,analysis_eligible,detected_animals,total_class_count,eligibility_rule,pseudocount_applied,phenotype_display,pseudocount
m26-009,Allulose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-010,Allulose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-011,Allulose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-012,Allulose,NPY,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-013,Allulose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-014,Allulose,NPY,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-015,Water,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-016,Water,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-017,Water,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-018,Water,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-019,Water,NPY,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-020,Water,NPY,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-021,Water,NPY,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-022,Allulose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-023,Sucrose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-024,Sucrose,POMC,Kidney,Endothelial Cell,,False,11,305,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-001,Sucrose,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-002,Sucrose,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-003,Sucrose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-004,Sucrose,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-005,Sucrose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-006,Sucrose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-007,Sucrose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-008,Allulose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-009,Allulose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-010,Allulose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-011,Allulose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-012,Allulose,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-013,Allulose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-014,Allulose,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-015,Water,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-016,Water,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-017,Water,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-018,Water,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-019,Water,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-020,Water,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-021,Water,NPY,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-022,Allulose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-023,Sucrose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-024,Sucrose,POMC,Kidney,Red blood cell,,False,1,26,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-001,Sucrose,NPY,Kidney,Epithelial,3.593783967879385,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-002,Sucrose,NPY,Kidney,Epithelial,3.795752312444837,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-003,Sucrose,POMC,Kidney,Epithelial,3.360213040456018,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-004,Sucrose,NPY,Kidney,Epithelial,3.6518268153703968,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-005,Sucrose,POMC,Kidney,Epithelial,3.7480569592072728,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-006,Sucrose,POMC,Kidney,Epithelial,3.8330660829836356,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-007,Sucrose,POMC,Kidney,Epithelial,3.4958016094966875,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-008,Allulose,POMC,Kidney,Epithelial,3.322659933417441,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-009,Allulose,POMC,Kidney,Epithelial,2.8708901694915694,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-010,Allulose,POMC,Kidney,Epithelial,4.2041641122228945,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-011,Allulose,POMC,Kidney,Epithelial,3.9027593652866464,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-012,Allulose,NPY,Kidney,Epithelial,4.133164012789258,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-013,Allulose,POMC,Kidney,Epithelial,3.9700788858911333,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-014,Allulose,NPY,Kidney,Epithelial,3.3755109006472734,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-015,Water,POMC,Kidney,Epithelial,3.988713988739745,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-016,Water,POMC,Kidney,Epithelial,3.449393816242472,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-017,Water,POMC,Kidney,Epithelial,3.5918639400513124,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-018,Water,POMC,Kidney,Epithelial,3.8455443568115153,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-019,Water,NPY,Kidney,Epithelial,3.6842703674247765,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-020,Water,NPY,Kidney,Epithelial,3.902996656860161,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-021,Water,NPY,Kidney,Epithelial,3.370768529700838,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-022,Allulose,POMC,Kidney,Epithelial,3.4157216620816033,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-023,Sucrose,POMC,Kidney,Epithelial,3.3205552967004706,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-024,Sucrose,POMC,Kidney,Epithelial,1.7037986633293867,True,24,190306,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-001,Sucrose,NPY,Kidney,Apoptotic Body,1.1548162210229682,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-002,Sucrose,NPY,Kidney,Apoptotic Body,2.10395673350704,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-003,Sucrose,POMC,Kidney,Apoptotic Body,1.38300017511407,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-004,Sucrose,NPY,Kidney,Apoptotic Body,1.4046011037177109,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-005,Sucrose,POMC,Kidney,Apoptotic Body,1.2525352497284503,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-006,Sucrose,POMC,Kidney,Apoptotic Body,1.5396134735528628,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-007,Sucrose,POMC,Kidney,Apoptotic Body,1.5355803799818677,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-008,Allulose,POMC,Kidney,Apoptotic Body,1.6091332166176828,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-009,Allulose,POMC,Kidney,Apoptotic Body,2.6819969120901774,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-010,Allulose,POMC,Kidney,Apoptotic Body,0.8670150594857136,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-011,Allulose,POMC,Kidney,Apoptotic Body,1.1783935267949222,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-012,Allulose,NPY,Kidney,Apoptotic Body,0.8024815329810946,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-013,Allulose,POMC,Kidney,Apoptotic Body,1.171687732986677,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-014,Allulose,NPY,Kidney,Apoptotic Body,0.7050651302660311,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-015,Water,POMC,Kidney,Apoptotic Body,0.9571663988823969,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-016,Water,POMC,Kidney,Apoptotic Body,1.3510133148589434,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-017,Water,POMC,Kidney,Apoptotic Body,1.5293745688550877,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-018,Water,POMC,Kidney,Apoptotic Body,-0.2808149709462304,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-019,Water,NPY,Kidney,Apoptotic Body,1.3837131117925976,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-020,Water,NPY,Kidney,Apoptotic Body,0.640873096702256,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-021,Water,NPY,Kidney,Apoptotic Body,0.9807708840927938,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-022,Allulose,POMC,Kidney,Apoptotic Body,1.312782470725904,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-023,Sucrose,POMC,Kidney,Apoptotic Body,1.2391726350322898,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-024,Sucrose,POMC,Kidney,Apoptotic Body,1.4698817966362012,True,24,20825,detected_animals>=18 and total_class_count>=24 within organ,True,Apoptotic-like,0.5
m26-001,Sucrose,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-002,Sucrose,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-003,Sucrose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-004,Sucrose,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-005,Sucrose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-006,Sucrose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-007,Sucrose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-008,Allulose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-009,Allulose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-010,Allulose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-011,Allulose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-012,Allulose,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-013,Allulose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-014,Allulose,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-015,Water,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-016,Water,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-017,Water,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-018,Water,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-019,Water,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-020,Water,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-021,Water,NPY,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-022,Allulose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-023,Sucrose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-024,Sucrose,POMC,Kidney,Mitotic Figures,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Mitotic-like,0.5
m26-001,Sucrose,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-002,Sucrose,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-003,Sucrose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-004,Sucrose,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-005,Sucrose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-006,Sucrose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-007,Sucrose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-008,Allulose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-009,Allulose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-010,Allulose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-011,Allulose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-012,Allulose,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-013,Allulose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-014,Allulose,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-015,Water,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-016,Water,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-017,Water,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-018,Water,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-019,Water,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-020,Water,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-021,Water,NPY,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-022,Allulose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-023,Sucrose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-024,Sucrose,POMC,Kidney,Minor Stromal Cell,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Minor stromal-like,0.5
m26-001,Sucrose,NPY,Liver,Lymphocytes,-1.0488942505217298,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-002,Sucrose,NPY,Liver,Lymphocytes,-2.350657455172149,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-003,Sucrose,POMC,Liver,Lymphocytes,-2.50517900634508,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-004,Sucrose,NPY,Liver,Lymphocytes,-1.3256907255418424,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-005,Sucrose,POMC,Liver,Lymphocytes,-1.5724278454004583,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-006,Sucrose,POMC,Liver,Lymphocytes,-1.8965441048454283,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-007,Sucrose,POMC,Liver,Lymphocytes,-1.218929352518018,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-008,Allulose,POMC,Liver,Lymphocytes,-1.2551644340101848,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-009,Allulose,POMC,Liver,Lymphocytes,-1.0883553042812895,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-010,Allulose,POMC,Liver,Lymphocytes,-0.5787786204775709,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-011,Allulose,POMC,Liver,Lymphocytes,-0.3177629312902699,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-012,Allulose,NPY,Liver,Lymphocytes,-1.5153793712285348,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-013,Allulose,POMC,Liver,Lymphocytes,-1.7607698585150402,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-014,Allulose,NPY,Liver,Lymphocytes,-0.8260386437251963,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-015,Water,POMC,Liver,Lymphocytes,-2.0528196563339325,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-016,Water,POMC,Liver,Lymphocytes,-2.1633920285946973,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-017,Water,POMC,Liver,Lymphocytes,-2.7686832220294386,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-018,Water,POMC,Liver,Lymphocytes,-2.742729160621082,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-019,Water,NPY,Liver,Lymphocytes,-2.0157528742756927,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-020,Water,NPY,Liver,Lymphocytes,-2.05330329458809,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-021,Water,NPY,Liver,Lymphocytes,-1.19192027261199,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-022,Allulose,POMC,Liver,Lymphocytes,-2.174597849755356,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-023,Sucrose,POMC,Liver,Lymphocytes,-2.263692444841211,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-024,Sucrose,POMC,Liver,Lymphocytes,-2.9098322391471996,True,24,874,detected_animals>=18 and total_class_count>=24 within organ,True,Lymphocyte-like,0.5
m26-001,Sucrose,NPY,Liver,Fibroblasts,1.3057977592677423,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-002,Sucrose,NPY,Liver,Fibroblasts,1.2493907852351716,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-003,Sucrose,POMC,Liver,Fibroblasts,1.4046193040609545,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-004,Sucrose,NPY,Liver,Fibroblasts,0.73338351331356,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-005,Sucrose,POMC,Liver,Fibroblasts,0.8579906191034721,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-006,Sucrose,POMC,Liver,Fibroblasts,1.9313957833721762,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-007,Sucrose,POMC,Liver,Fibroblasts,1.0724824398779025,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-008,Allulose,POMC,Liver,Fibroblasts,0.5852215466580275,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-009,Allulose,POMC,Liver,Fibroblasts,0.33841316476637573,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-010,Allulose,POMC,Liver,Fibroblasts,-0.1618131242490901,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-011,Allulose,POMC,Liver,Fibroblasts,0.17457218107808847,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-012,Allulose,NPY,Liver,Fibroblasts,-0.2526063091380659,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-013,Allulose,POMC,Liver,Fibroblasts,0.6691432151425531,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-014,Allulose,NPY,Liver,Fibroblasts,-0.4822671046223723,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-015,Water,POMC,Liver,Fibroblasts,-0.443381743899832,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-016,Water,POMC,Liver,Fibroblasts,1.0912018788755833,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-017,Water,POMC,Liver,Fibroblasts,1.0109505953529614,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-018,Water,POMC,Liver,Fibroblasts,2.2599961439516822,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-019,Water,NPY,Liver,Fibroblasts,0.6013255486207902,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-020,Water,NPY,Liver,Fibroblasts,-0.5208264232901176,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-021,Water,NPY,Liver,Fibroblasts,0.5566997039554478,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-022,Allulose,POMC,Liver,Fibroblasts,0.11885475967541659,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-023,Sucrose,POMC,Liver,Fibroblasts,-0.004909974505558523,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
