sample_id,treatment,cohort,organ,model_class_raw,clr_value,analysis_eligible,detected_animals,total_class_count,eligibility_rule,pseudocount_applied,phenotype_display,pseudocount
m26-024,Sucrose,POMC,Liver,Fibroblasts,0.6681156542594548,True,24,6320,detected_animals>=18 and total_class_count>=24 within organ,True,Fibroblast-like,0.5
m26-001,Sucrose,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-002,Sucrose,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-003,Sucrose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-004,Sucrose,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-005,Sucrose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-006,Sucrose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-007,Sucrose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-008,Allulose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-009,Allulose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-010,Allulose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-011,Allulose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-012,Allulose,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-013,Allulose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-014,Allulose,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-015,Water,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-016,Water,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-017,Water,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-018,Water,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-019,Water,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-020,Water,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-021,Water,NPY,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-022,Allulose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-023,Sucrose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-024,Sucrose,POMC,Liver,Plasmocytes,,False,12,38,detected_animals>=18 and total_class_count>=24 within organ,False,Plasmocyte-like,0.5
m26-001,Sucrose,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-002,Sucrose,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-003,Sucrose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-004,Sucrose,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-005,Sucrose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-006,Sucrose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-007,Sucrose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-008,Allulose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-009,Allulose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-010,Allulose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-011,Allulose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-012,Allulose,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-013,Allulose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-014,Allulose,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-015,Water,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-016,Water,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-017,Water,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-018,Water,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-019,Water,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-020,Water,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-021,Water,NPY,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-022,Allulose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-023,Sucrose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-024,Sucrose,POMC,Liver,Eosinophils,,False,0,0,detected_animals>=18 and total_class_count>=24 within organ,False,Eosinophil-like,0.5
m26-001,Sucrose,NPY,Liver,Neutrophils,-1.9308959089172526,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-002,Sucrose,NPY,Liver,Neutrophils,-0.6642585016019202,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-003,Sucrose,POMC,Liver,Neutrophils,-1.0914856710370753,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-004,Sucrose,NPY,Liver,Neutrophils,-1.5408021051587877,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-005,Sucrose,POMC,Liver,Neutrophils,-2.235722062810723,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-006,Sucrose,POMC,Liver,Neutrophils,-0.841894939598435,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-007,Sucrose,POMC,Liver,Neutrophils,-2.317541641186128,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-008,Allulose,POMC,Liver,Neutrophils,-2.3958882080284214,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-009,Allulose,POMC,Liver,Neutrophils,-2.222369520000315,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-010,Allulose,POMC,Liver,Neutrophils,-2.7823323328654372,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-011,Allulose,POMC,Liver,Neutrophils,-3.247050105436108,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-012,Allulose,NPY,Liver,Neutrophils,-1.3354079917795336,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-013,Allulose,POMC,Liver,Neutrophils,-2.3443548365634594,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-014,Allulose,NPY,Liver,Neutrophils,-3.190317305724582,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-015,Water,POMC,Liver,Neutrophils,-0.8290442247118168,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-016,Water,POMC,Liver,Neutrophils,-0.7111396996830086,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-017,Water,POMC,Liver,Neutrophils,-1.2426269185343894,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-018,Water,POMC,Liver,Neutrophils,-0.9662371635238158,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-019,Water,NPY,Liver,Neutrophils,-1.9323712653366423,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-020,Water,NPY,Liver,Neutrophils,-0.7540203104578294,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-021,Water,NPY,Liver,Neutrophils,-1.9540603246588861,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-022,Allulose,POMC,Liver,Neutrophils,-0.811293006860164,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-023,Sucrose,POMC,Liver,Neutrophils,-0.546040947766878,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-024,Sucrose,POMC,Liver,Neutrophils,-0.17546472972761595,True,24,512,detected_animals>=18 and total_class_count>=24 within organ,True,Neutrophil-like,0.5
m26-001,Sucrose,NPY,Liver,Macrophages,0.9206545566707236,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-002,Sucrose,NPY,Liver,Macrophages,-1.015656388439809,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-003,Sucrose,POMC,Liver,Macrophages,-0.6248661397755804,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-004,Sucrose,NPY,Liver,Macrophages,1.970146140462487,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-005,Sucrose,POMC,Liver,Macrophages,-0.9913979629612193,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-006,Sucrose,POMC,Liver,Macrophages,0.7585135661162714,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-007,Sucrose,POMC,Liver,Macrophages,-0.5998901441117943,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-008,Allulose,POMC,Liver,Macrophages,0.8021263648820618,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-009,Allulose,POMC,Liver,Macrophages,0.46749836201870476,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-010,Allulose,POMC,Liver,Macrophages,0.7713817413323212,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-011,Allulose,POMC,Liver,Macrophages,-0.20252766771268504,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-012,Allulose,NPY,Liver,Macrophages,0.7396120246424251,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-013,Allulose,POMC,Liver,Macrophages,1.5073972580700377,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-014,Allulose,NPY,Liver,Macrophages,0.6789879700184098,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-015,Water,POMC,Liver,Macrophages,0.3080343447840894,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-016,Water,POMC,Liver,Macrophages,-0.5909953878409455,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-017,Water,POMC,Liver,Macrophages,-0.6645490677592312,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-018,Water,POMC,Liver,Macrophages,-0.7217838256228553,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-019,Water,NPY,Liver,Macrophages,0.09049992485479974,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-020,Water,NPY,Liver,Macrophages,-0.33186032377749486,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-021,Water,NPY,Liver,Macrophages,0.6706082675042726,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-022,Allulose,POMC,Liver,Macrophages,-0.1536525147571286,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-023,Sucrose,POMC,Liver,Macrophages,-2.263692444841211,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-024,Sucrose,POMC,Liver,Macrophages,-0.6274498534706732,True,24,5454,detected_animals>=18 and total_class_count>=24 within organ,True,Macrophage-like,0.5
m26-001,Sucrose,NPY,Liver,Muscle Cell,-3.2840380627202426,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-002,Sucrose,NPY,Liver,Muscle Cell,-3.9600953676062494,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-003,Sucrose,POMC,Liver,Muscle Cell,-2.50517900634508,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-004,Sucrose,NPY,Liver,Muscle Cell,-4.759677930026988,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-005,Sucrose,POMC,Liver,Muscle Cell,-1.6349482023817927,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-006,Sucrose,POMC,Liver,Muscle Cell,-4.231919020662465,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-007,Sucrose,POMC,Liver,Muscle Cell,-0.9432234711129532,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-008,Allulose,POMC,Liver,Muscle Cell,-2.1663137663839214,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-009,Allulose,POMC,Liver,Muscle Cell,-1.75574998873882,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-010,Allulose,POMC,Liver,Muscle Cell,-1.4473312661330975,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-011,Allulose,POMC,Liver,Muscle Cell,-0.4026945848266501,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-012,Allulose,NPY,Liver,Muscle Cell,-3.5808346709336303,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-013,Allulose,POMC,Liver,Muscle Cell,-2.422826452004955,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-014,Allulose,NPY,Liver,Muscle Cell,-1.9246509323933063,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-015,Water,POMC,Liver,Muscle Cell,-3.662257568768033,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-016,Water,POMC,Liver,Muscle Cell,-2.6153771523377545,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-017,Water,POMC,Liver,Muscle Cell,-2.18089655712732,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-018,Water,POMC,Liver,Muscle Cell,-2.09610199569603,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-019,Water,NPY,Liver,Muscle Cell,-2.206808111038402,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-020,Water,NPY,Liver,Muscle Cell,-2.515926816536203,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-021,Water,NPY,Liver,Muscle Cell,-2.56496940698186,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-022,Allulose,POMC,Liver,Muscle Cell,-3.473880833885617,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-023,Sucrose,POMC,Liver,Muscle Cell,-0.9137657278921951,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-024,Sucrose,POMC,Liver,Muscle Cell,-3.420657862913191,True,21,471,detected_animals>=18 and total_class_count>=24 within organ,True,Muscle-like,0.5
m26-001,Sucrose,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-002,Sucrose,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-003,Sucrose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-004,Sucrose,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-005,Sucrose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-006,Sucrose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-007,Sucrose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-008,Allulose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-009,Allulose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-010,Allulose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-011,Allulose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-012,Allulose,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-013,Allulose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-014,Allulose,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-015,Water,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-016,Water,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-017,Water,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-018,Water,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-019,Water,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-020,Water,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-021,Water,NPY,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-022,Allulose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-023,Sucrose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-024,Sucrose,POMC,Liver,Endothelial Cell,,False,2,3,detected_animals>=18 and total_class_count>=24 within organ,False,Endothelial-like,0.5
m26-001,Sucrose,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-002,Sucrose,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-003,Sucrose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-004,Sucrose,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-005,Sucrose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-006,Sucrose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-007,Sucrose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-008,Allulose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-009,Allulose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-010,Allulose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-011,Allulose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-012,Allulose,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-013,Allulose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-014,Allulose,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-015,Water,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-016,Water,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-017,Water,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-018,Water,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-019,Water,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-020,Water,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-021,Water,NPY,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-022,Allulose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-023,Sucrose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-024,Sucrose,POMC,Liver,Red blood cell,,False,2,2,detected_animals>=18 and total_class_count>=24 within organ,False,RBC-like,0.5
m26-001,Sucrose,NPY,Liver,Epithelial,1.7407002137182959,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-002,Sucrose,NPY,Liver,Epithelial,1.706331320506183,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-003,Sucrose,POMC,Liver,Epithelial,1.3590533352467173,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-004,Sucrose,NPY,Liver,Epithelial,1.4648804992483715,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-005,Sucrose,POMC,Liver,Epithelial,2.3486449955476054,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-006,Sucrose,POMC,Liver,Epithelial,1.5248774892793533,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-007,Sucrose,POMC,Liver,Epithelial,0.6467491065330444,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-008,Allulose,POMC,Liver,Epithelial,1.697918575207876,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-009,Allulose,POMC,Liver,Epithelial,1.5337896272364728,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-010,Allulose,POMC,Liver,Epithelial,2.7954549067123597,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-011,Allulose,POMC,Liver,Epithelial,2.9074034987376023,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-012,Allulose,NPY,Liver,Epithelial,3.164532388962002,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-013,Allulose,POMC,Liver,Epithelial,2.559241385039391,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-014,Allulose,NPY,Liver,Epithelial,3.1253694268986747,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-015,Water,POMC,Liver,Epithelial,1.0651302499443078,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-016,Water,POMC,Liver,Epithelial,0.31391002180808414,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-017,Water,POMC,Liver,Epithelial,1.2458963717237994,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-018,Water,POMC,Liver,Epithelial,0.6182773404578281,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-019,Water,NPY,Liver,Epithelial,1.6388501453090618,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
m26-020,Water,NPY,Liver,Epithelial,2.4880194894092558,True,24,28638,detected_animals>=18 and total_class_count>=24 within organ,True,Epithelial-like,0.5
