animal_id,sample_id,condition,channel,segmentation_path,segmentation_sha256,segmentation_size_bytes,tiff_path,tiff_sha256,tiff_size_bytes,within_animal_shape_match,segmentation_available,numeric_analysis_eligible,failure_reason,mask_shape_y,mask_shape_x,mask_dtype,object_count,max_label,labels_contiguous,manual_label_count,manual_flag_count,manual_change_record_count,model_path,flow_threshold,cellprob_threshold,diameter,cellpose_source_filename,payload_keys,tiff_shape,tiff_dtype
E9_FR8-1,e9-fr8-1,Sucrose,DAPI,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_dapi_seg.npy,604bb94ab52dc5164778cd84a891213eab35f7567f4e2664d36da6ceca9beb16,26163473,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_dapi.tif,ad0c49580590499dd5d4a0e209acc3e843a7ff042fb60ceb371b653dd84fa31b,3922346,True,True,True,,1382,946,uint16,2316,2316,True,3,2316,3,/home/server/.cellpose/models/dapi_channel,0.4,0.0,,/media/server/STORAGE/Apotome/2025.07.28_NPY/E9-FR8-1_dapi.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1382x946x3,uint8
E9_FR8-1,e9-fr8-1,Sucrose,NPY,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_gfp_seg.npy,6613a9de314ed044f7acaf80f42e557f312b680587a3bbaaca68e42bcd76ea85,26400794,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_gfp.tif,8e73a7ffa1ca5a7a75a1189981e16c70a095574347d1f4fa2a14cf0c387cef57,3922346,True,True,True,,1382,946,uint16,202,202,True,5,202,75,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/2025.07.28_NPY/E9-FR8-1_gfp.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1382x946x3,uint8
E9_FR8-1,e9-fr8-1,Sucrose,NeuN,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_NeuN_seg.npy,d5fbd004c8bbac5c742b0bdf6528c8959a53e571901022e90457ca3d519938a3,26154511,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_NeuN.tif,f52d4ae51416928a68a830c7e1030b9347049927dfa33222bdef8bbdc7f413b0,3922346,True,True,True,,1382,946,uint16,917,917,True,1,917,1,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/2025.07.28_NPY/E9-FR8-1_NeuN.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1382x946x3,uint8
E9_FR8-1,e9-fr8-1,Sucrose,c-FOS,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_fos_seg.npy,ebea3ba28318a515cefca38d152b6c25f3a9f9875581197209879d0bd3ff4bfd,26162715,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/E9-FR8-1_fos.tif,f3f5c871429448ff2c8924082e346e42c0d5486b2c74d5e59c22e2cdcf88c910,3922346,True,True,True,,1382,946,uint16,35,35,True,6,35,8,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/2025.07.28_NPY/E9-FR8-1_fos.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1382x946x3,uint8
WATER_NPY1,water-npy1-0001,Water,DAPI,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_dapi_seg.npy,0f2ed27f48b02b6b49887d073184e0c9ed64a53b2e8e83d42da9a7b285a5e052,162426731,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_dapi.tif,be0cc8986ea8a2b0de186786c05e71d6b6dcb46e8ebd4862a789d9a2a957234e,24358910,True,True,True,,2840,2859,uint16,7172,7172,True,3,7172,3,/home/server/.cellpose/models/dapi_channel,0.4,0.0,,/media/server/STORAGE/Apotome/29.09.2025/MAX_NPY-0001_dapi.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,2840x2859x3,uint8
WATER_NPY1,water-npy1-0001,Water,NPY,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_GFP_seg.npy,7e10840e389a8aef1d01b3846e89c47b6582a97e5a581c214dc916e80f771b59,162424831,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_GFP.tif,a189feaef6217f70aa2e24e819868b693c38b8ddc528b29efb8c6b0401d0c926,24358910,True,True,True,,2840,2859,uint16,211,211,True,2,211,7,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/29.09.2025/MAX_NPY-0003_GFP.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,2840x2859x3,uint8
WATER_NPY1,water-npy1-0001,Water,NeuN,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_NeuN_seg.npy,07378e5fc3d5a93cfce7c3f63e63955955f9e491d40dd0fd5e2bb874062941bf,162810515,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_NeuN.tif,ce6cccee2ca5245c53ce8ebd931cdf49870882216ab72cecd4f5b31e8cbfd2be,24358910,True,True,True,,2840,2859,uint16,1504,1504,True,5,1504,8,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/2025.07.28_NPY/water/WATER_NPY1-0001_NeuN.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,2840x2859x3,uint8
WATER_NPY1,water-npy1-0001,Water,c-FOS,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_fos_seg.npy,3731ab03188d5acc90fdcfe8a8a69b6a0a7b22a73bb41fe20fd7dbdf04e56eef,165186891,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY1-0001_fos.tif,c104e16e464765ebe79c18c5eb0db13a3433669530019828a392d4f031fc723a,24358910,True,True,True,,2840,2859,uint16,667,667,True,0,667,9,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/29.09.2025/MAX_NPY-0002_fos.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,2840x2859x3,uint8
WATER_NPY2,water-npy2-0001,Water,DAPI,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_dapi_seg.npy,fb77993b5d928e6f9fc19043e076554729db5721203f1780feba9675d2f12c0b,282574685,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_dapi.tif,d5d40182e3d4bf396ef1277815f851d111aa90bfba3d6b2bf7083080c9657044,42378926,True,True,True,,3749,3768,uint16,11608,11608,True,1,11608,1,/home/server/.cellpose/models/dapi_channel,0.4,0.0,,/media/server/STORAGE/Apotome/29.09.2025/WATER_NPY2-0001_dapi.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,3749x3768x3,uint8
WATER_NPY2,water-npy2-0001,Water,NPY,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_GFP_seg.npy,5af0388dea2894f3d20b7794ae424bb5f66a9dd682d794744478fabcd560819d,283434332,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_GFP.tif,aa1fd314b875032d648f0eb068842353537c7fe00b2ba7e0bf33a99e665ef6e7,42378926,True,True,True,,3749,3768,uint16,177,177,True,1,177,162,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/2025.07.28_NPY/water/WATER_NPY2-0001_GFP.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,3749x3768x3,uint8
WATER_NPY2,water-npy2-0001,Water,NeuN,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_NeuN_seg.npy,216d38e8c960275cfd979337b670382eae25f0a43e05be58c117de45f22caa33,282879880,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_NeuN.tif,23c0864736353aea6a0b4496405e04794388d5eab91a15d5e1b1d43452d9c7ec,42378926,True,True,True,,3749,3768,uint16,5613,5613,True,0,5613,16,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/29.09.2025/WATER_NPY2-0004_NEUN.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,3749x3768x3,uint8
WATER_NPY2,water-npy2-0001,Water,c-FOS,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_fos_seg.npy,b6e82a6c85966dba752dca04bb8e21d9a05027b44c1b3fbf465cbfc5dcfea85d,284018442,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY2-0001_fos.tif,d52c02775b283a12379b579c061d13a478543bb0c21f65342d5efefd2347f03c,42378926,True,True,True,,3749,3768,uint16,822,822,True,0,822,3,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/29.09.2025/WATER_NPY2-0002_fos.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,3749x3768x3,uint8
WATER_NPY3,water-npy3-s01,Water,DAPI,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY3_S01_dapi_seg.npy,f2fe88d7ea465247ac1eff4c388391e0b5c287b9436420b5012f6a071d2a5f82,53881374,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY3_S01_dapi.tif,a19eddebca230df50a266e9531936582e3d084e97621f90ad906b80d044db877,6044540,True,True,True,,1419,1898,uint16,3224,3224,True,1,3224,1,/home/server/.cellpose/models/dapi_channel,0.4,0.0,,/media/server/STORAGE/Apotome/Paper/Fig3/hil_review/Water3_machine_gpu_20260823_v1/WATER_NPY3_S01_dapi.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1419x1898x3,uint16
WATER_NPY3,water-npy3-s01,Water,NPY,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY3_S01_GFP_seg.npy,477a965a90b442d3b814d41405ce30083bab84e8e2f4028f42995959a70b2a0c,53945479,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY3_S01_GFP.tif,eee6c2984e3091dadc851d04b0a8d0220cc4e14ce3ca61a06dd12bcbb132f93e,6565299,True,True,True,,1419,1898,uint16,196,196,True,10,196,29,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/Paper/Fig3/hil_review/Water3_machine_gpu_20260823_v1/WATER_NPY3_S01_GFP.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1419x1898x3,uint16
WATER_NPY3,water-npy3-s01,Water,c-FOS,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY3_S01_fos_seg.npy,50a93a70f12088afb1f63aaa337636003cb242e41d0c2ae94c894efd21816648,53873392,/tmp/fig3_human_accepted_raw_project_20260823_v1/Paper/Fig3/raw/legacy_experiment_2025_07_28/water/WATER_NPY3_S01_fos.tif,b9164dd8ca0091c5191455f39dac24817f0574e3677efbbdcd7f8e7a7035edc2,8413489,True,True,True,,1419,1898,uint16,54,54,True,1,54,1,/home/server/.cellpose/models/cfos_channel3,0.4,0.0,,/media/server/STORAGE/Apotome/Paper/Fig3/hil_review/Water3_machine_gpu_20260823_v1/WATER_NPY3_S01_fos.tif,cellprob_threshold;colors;diameter;filename;flow_threshold;flows;ismanual;manual_changes;masks;model_path;normalize_params;outlines;ratio;restore,1419x1898x3,uint16
