file,size_bytes,sha256
dinov2_predictions.csv,26098,f0a84ed579a1dd8440682a3ab73b16989ac8b7b6238913923dba5bfea53630da
human_reference.csv,8111,6b8871b300b6b01eaf5e4ec35a92c330959bb54ad2ce822ba84b54f812ccaec2
method_metadata.json,6568,6dd7d7377c12673ffe51f0012bc7980c44f30ca56b7069f68e9f1e945b2e480f
morphometric_predictions.csv,13313,702801f9f218d53b6e32f21c011a95eaa56ae5f4b6bbeb3ab099abe5eda9fd07
validation_design.json,436387,886fd2dccff44e30fd203cb564edcc2efd8d539d7d42d8950117c87bb7f98c19
