analysis_unit_id,acquisition_id,marker,roi_label,roi_area_px,assigned_nucleus,best_overlap_px,roi_overlap_fraction,accepted,reason,marker_display,dapi_area_reference_n,dapi_area_quantile,dapi_area_threshold_px,dapi_area_median_px,size_filter_pass,likely_noncell_by_size,dapi_expansion_px
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,1,786,18,666,0.8473282442748091,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,2,504,26,252,0.5,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,3,712,38,377,0.5294943820224719,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,4,557,63,432,0.7755834829443446,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,5,805,64,479,0.5950310559006211,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,6,336,81,270,0.8035714285714286,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,7,591,86,481,0.8138747884940778,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,8,388,96,374,0.9639175257731959,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,9,605,104,483,0.7983471074380165,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,10,222,106,216,0.972972972972973,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,11,881,121,399,0.452894438138479,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,12,301,122,245,0.813953488372093,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,13,712,137,440,0.6179775280898876,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,14,313,138,254,0.8115015974440895,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,15,989,164,418,0.42264914054600605,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,16,659,172,525,0.7966616084977238,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,17,407,175,398,0.9778869778869779,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,18,720,196,339,0.4708333333333333,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,19,613,225,433,0.7063621533442088,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,20,961,228,755,0.785639958376691,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,21,328,236,326,0.9939024390243902,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,22,780,251,438,0.5615384615384615,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,23,520,272,462,0.8884615384615384,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,24,784,329,641,0.8176020408163265,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,25,815,0,301,0.3693251533742331,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,26,1039,0,393,0.3782483156881617,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,27,676,484,401,0.5931952662721893,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,28,131,515,131,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,29,494,526,373,0.7550607287449392,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,30,978,0,310,0.3169734151329243,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,31,3699,0,498,0.13463098134630982,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,32,333,605,333,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,33,351,599,175,0.4985754985754986,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,34,792,0,277,0.34974747474747475,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,35,959,634,827,0.862356621480709,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,36,1462,0,456,0.3119015047879617,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,37,598,661,587,0.9816053511705686,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,38,536,701,506,0.9440298507462687,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,39,327,712,317,0.9694189602446484,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,40,1945,0,338,0.1737789203084833,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,41,667,744,615,0.9220389805097451,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,42,467,818,375,0.8029978586723768,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,43,826,851,678,0.8208232445520581,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,44,292,867,192,0.6575342465753424,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,45,656,872,575,0.8765243902439024,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,46,510,895,443,0.8686274509803922,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,47,781,896,750,0.9603072983354674,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,48,637,911,478,0.750392464678179,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,49,440,929,417,0.9477272727272728,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,50,565,934,470,0.831858407079646,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,51,469,946,319,0.6801705756929638,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,52,494,941,418,0.8461538461538461,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,53,552,974,426,0.7717391304347826,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,54,355,980,326,0.9183098591549296,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,55,676,1005,322,0.47633136094674555,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,56,409,1002,368,0.8997555012224939,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,57,308,1006,253,0.8214285714285714,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,58,625,1009,539,0.8624,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,59,642,1027,485,0.7554517133956387,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,60,343,1041,295,0.8600583090379009,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,61,567,1064,494,0.8712522045855379,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,62,676,1072,551,0.8150887573964497,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,63,494,1083,476,0.9635627530364372,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,64,606,1090,553,0.9125412541254125,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,65,708,1110,639,0.902542372881356,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,66,523,1127,423,0.8087954110898662,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,67,426,1129,359,0.8427230046948356,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,68,450,1135,387,0.86,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,69,412,1141,330,0.8009708737864077,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,70,672,1151,448,0.6666666666666666,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,71,501,1153,415,0.8283433133732535,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,72,690,1155,568,0.8231884057971014,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,73,208,1195,147,0.7067307692307693,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,74,244,1224,239,0.9795081967213115,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,75,523,1243,480,0.9177820267686424,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,76,547,1287,478,0.8738574040219378,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,77,420,1296,287,0.6833333333333333,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,78,478,1298,349,0.7301255230125523,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,79,533,1323,443,0.8311444652908068,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,80,547,1341,478,0.8738574040219378,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,81,323,1345,241,0.7461300309597523,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,82,413,1342,411,0.9951573849878934,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,83,250,1407,245,0.98,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,84,627,1409,426,0.6794258373205742,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,85,683,1428,592,0.8667642752562226,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,86,625,1455,505,0.808,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,87,570,0,29,0.05087719298245614,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,88,469,1469,458,0.976545842217484,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,89,623,1489,538,0.8635634028892456,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,90,153,1494,131,0.8562091503267973,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,91,586,1506,528,0.9010238907849829,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,92,458,1503,440,0.9606986899563319,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,93,608,1520,542,0.8914473684210527,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,94,154,0,22,0.14285714285714285,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,95,259,1569,244,0.9420849420849421,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,96,601,1572,485,0.8069883527454242,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,97,624,1615,481,0.7708333333333334,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,98,421,1650,292,0.6935866983372921,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,99,488,1661,439,0.8995901639344263,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,100,1226,0,229,0.1867862969004894,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,101,735,1690,555,0.7551020408163265,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,102,508,1707,448,0.8818897637795275,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,103,554,0,43,0.0776173285198556,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,104,724,0,0,0.0,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,105,852,1789,705,0.8274647887323944,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,106,1154,1801,478,0.41421143847487,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,107,778,0,0,0.0,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,108,437,0,0,0.0,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,109,281,1850,219,0.7793594306049823,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,110,522,1861,317,0.60727969348659,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,111,812,1885,592,0.729064039408867,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,112,587,1938,489,0.8330494037478705,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,113,825,1946,593,0.7187878787878788,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,114,543,1967,515,0.9484346224677717,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,115,878,2014,730,0.8314350797266514,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,116,674,2054,494,0.7329376854599406,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,117,851,2086,777,0.9130434782608695,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,118,174,2092,174,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,119,656,2103,586,0.8932926829268293,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,120,436,2110,360,0.8256880733944955,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,121,703,2118,532,0.7567567567567568,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,122,1253,2143,767,0.6121308858739026,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,123,544,2150,506,0.9301470588235294,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,124,806,2155,708,0.8784119106699751,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,125,324,0,116,0.35802469135802467,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,126,529,2166,529,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,127,482,2167,413,0.8568464730290456,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,128,704,2176,580,0.8238636363636364,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,129,759,2180,664,0.8748353096179183,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,130,620,0,245,0.3951612903225806,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,131,636,2190,579,0.910377358490566,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,132,745,2191,598,0.8026845637583893,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,133,886,2210,623,0.7031602708803611,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,134,807,2223,704,0.872366790582404,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,135,439,2221,410,0.9339407744874715,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,136,593,2231,493,0.8313659359190556,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,137,663,2233,585,0.8823529411764706,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,138,703,2242,588,0.8364153627311522,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,139,176,2289,176,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,140,724,2347,708,0.9779005524861878,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,141,570,2348,533,0.9350877192982456,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,142,379,2360,253,0.6675461741424802,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,143,275,2364,144,0.5236363636363637,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,144,350,2384,287,0.82,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,145,454,2415,356,0.7841409691629956,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,146,624,2419,548,0.8782051282051282,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,147,700,2446,666,0.9514285714285714,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,148,547,2457,477,0.8720292504570384,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,149,460,2493,383,0.8326086956521739,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,150,722,2575,291,0.40304709141274236,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,151,139,2581,139,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,152,1516,2615,842,0.5554089709762533,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,153,765,2607,748,0.9777777777777777,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,154,714,2613,481,0.6736694677871149,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,155,217,2612,124,0.5714285714285714,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,156,942,0,356,0.37791932059447986,False,overlap_below_threshold,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,157,328,2629,328,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,158,629,2630,534,0.848966613672496,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,159,1184,2636,717,0.6055743243243243,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,160,755,2643,644,0.8529801324503311,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,161,723,2648,637,0.8810511756569848,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,162,529,2647,468,0.8846880907372401,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,163,611,2652,561,0.9181669394435352,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,164,264,2671,258,0.9772727272727273,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,165,613,2701,450,0.734094616639478,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,166,545,2738,435,0.7981651376146789,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,167,330,2742,330,1.0,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,168,630,2749,432,0.6857142857142857,True,accepted_strict_direct_overlap,,,,,,,,
2026-07-09_FR4-1_Allulose,2026-07-09_FR4-1_Allulose,cFOS,169,545,2786,397,0.728440366972477,True,accepted_strict_direct_overlap,,,,,,,,
