endpoint,endpoint_label,acquisition_id,animal_id,condition,radial_shell,shell_dapi_nuclei,shell_positive_nuclei,occurrence,occurrence_percent,arcsin_sqrt_occurrence,experimental_unit,ventricle_exclusion_applied,ventricle_exclusion_source
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-3_Sucrose,FR5-3,Sucrose,6,212,1,0.0047169811320754715,0.4716981132075472,0.06873439083930591,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-4_Sucrose,FR5-4,Sucrose,1,251,1,0.00398406374501992,0.398406374501992,0.06316142760841473,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-4_Sucrose,FR5-4,Sucrose,2,250,1,0.004,0.4,0.06328779298136195,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-4_Sucrose,FR5-4,Sucrose,3,250,0,0.0,0.0,0.0,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-4_Sucrose,FR5-4,Sucrose,4,250,0,0.0,0.0,0.0,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-4_Sucrose,FR5-4,Sucrose,5,250,1,0.004,0.4,0.06328779298136195,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-09_FR5-4_Sucrose,FR5-4,Sucrose,6,251,5,0.0199203187250996,1.9920318725099602,0.14161220040612676,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-10_AGUA-M_Water,AGUA-M,Water,1,256,0,0.0,0.0,0.0,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-10_AGUA-M_Water,AGUA-M,Water,2,255,5,0.0196078431372549,1.9607843137254901,0.14048970175352035,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-10_AGUA-M_Water,AGUA-M,Water,3,255,2,0.00784313725490196,0.7843137254901961,0.0886776657116453,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-10_AGUA-M_Water,AGUA-M,Water,4,256,2,0.0078125,0.78125,0.08850384314401546,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-10_AGUA-M_Water,AGUA-M,Water,5,255,0,0.0,0.0,0.0,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
double,c-FOS and ACTH/CLIP double-positive nuclei / DAPI nuclei,2026-07-10_AGUA-M_Water,AGUA-M,Water,6,256,0,0.0,0.0,0.0,biological animal (one acquisition per animal),True,accepted per-acquisition DAPI-only HIL 3V mask
