animal_order,animal_id,sample_id,condition,condition_order,experimental_unit,field_count,endpoint,endpoint_label,radial_shell,shell_dapi_quantile_start,shell_dapi_quantile_end,shell_dapi_nuclei,shell_positive_nuclei,occurrence_rate,occurrence_percent,arcsin_sqrt_occurrence,shell_inner_whitened_radius,shell_outer_whitened_radius,inference_role
8,E8_FR6-3,e8-fr6-3-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,1,0,0.166666666667,496,41,0.0826612903226,8.26612903226,0.291624762444,0.145601872776,0.837440834536,one component of one animal-level six-shell vector
8,E8_FR6-3,e8-fr6-3-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,2,0.166666666667,0.333333333333,496,28,0.0564516129032,5.64516129032,0.239889695113,0.837440834536,1.09723685422,one component of one animal-level six-shell vector
8,E8_FR6-3,e8-fr6-3-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,3,0.333333333333,0.5,496,15,0.0302419354839,3.02419354839,0.17479075625,1.09723685422,1.33590107673,one component of one animal-level six-shell vector
8,E8_FR6-3,e8-fr6-3-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,4,0.5,0.666666666667,496,4,0.00806451612903,0.806451612903,0.0899237936488,1.33590107673,1.56687217467,one component of one animal-level six-shell vector
8,E8_FR6-3,e8-fr6-3-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,5,0.666666666667,0.833333333333,496,0,0,0,0,1.56687217467,1.7610029089,one component of one animal-level six-shell vector
8,E8_FR6-3,e8-fr6-3-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,6,0.833333333333,1,496,0,0,0,0,1.7610029089,2.67215775054,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,cfos_occurrence,Ocurrencia espacial de núcleos c-FOS positivos / núcleos DAPI,1,0,0.166666666667,562,92,0.163701067616,16.3701067616,0.416541262964,0.111413310156,0.823944095561,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,cfos_occurrence,Ocurrencia espacial de núcleos c-FOS positivos / núcleos DAPI,2,0.166666666667,0.333333333333,562,62,0.110320284698,11.0320284698,0.338576745937,0.823944095561,1.12057532836,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,cfos_occurrence,Ocurrencia espacial de núcleos c-FOS positivos / núcleos DAPI,3,0.333333333333,0.5,562,47,0.0836298932384,8.36298932384,0.293378835667,1.12057532836,1.35595871156,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,cfos_occurrence,Ocurrencia espacial de núcleos c-FOS positivos / núcleos DAPI,4,0.5,0.666666666667,562,32,0.0569395017794,5.69395017794,0.24094454688,1.35595871156,1.57823023002,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,cfos_occurrence,Ocurrencia espacial de núcleos c-FOS positivos / núcleos DAPI,5,0.666666666667,0.833333333333,562,21,0.0373665480427,3.73665480427,0.19452884579,1.57823023002,1.81788160873,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,cfos_occurrence,Ocurrencia espacial de núcleos c-FOS positivos / núcleos DAPI,6,0.833333333333,1,562,51,0.0907473309609,9.07473309609,0.305995914999,1.81788160873,2.63674382467,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,1,0,0.166666666667,562,72,0.128113879004,12.8113879004,0.366050068847,0.111413310156,0.823944095561,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,2,0.166666666667,0.333333333333,562,36,0.0640569395018,6.40569395018,0.25587779812,0.823944095561,1.12057532836,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,3,0.333333333333,0.5,562,19,0.0338078291815,3.38078291815,0.18492117646,1.12057532836,1.35595871156,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,4,0.5,0.666666666667,562,3,0.00533807829181,0.533807829181,0.0731273121789,1.35595871156,1.57823023002,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,5,0.666666666667,0.833333333333,562,1,0.0017793594306,0.17793594306,0.0421949737128,1.57823023002,1.81788160873,one component of one animal-level six-shell vector
9,E8_FR6-4,e8-fr6-4-alulosa,Allulose,3,biological animal,1,double_occurrence,Ocurrencia espacial de núcleos dobles c-FOS y NPY positivos / núcleos DAPI,6,0.833333333333,1,562,0,0,0,0,1.81788160873,2.63674382467,one component of one animal-level six-shell vector
