animal_id,sample,section_index,tile,schema_version,algorithm,status,method,requires_manual_review,hil_receipt_bound_to_registration,manual_registration_confirmed,right_origin_x_px,right_shift_y_px,right_medial_crop_px,overlap_width_px,gap_px,raw_overlap_ncc,gradient_overlap_ncc,ncc_best_score,ncc_second_score,ncc_uniqueness_margin,registration_json,registration_json_sha256,registered_dapi_sha256,registered_dapi_labels_sha256,registered_cfos_sha256,registered_cfos_labels_sha256,registered_pomc_sha256,registered_pomc_labels_sha256,input_left_dapi_sha256,input_right_dapi_sha256,registered_npy_sha256,registered_npy_labels_sha256
FR-724,FR724(R),2,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,anatomical_y_fallback,True,True,True,960,0,0,0,0,,,0.26146976863842053,0.26071608052787587,0.0007536881105446591,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR-724/FR724(R)_S02/stitch_registration.json,2d3d92ead9f640cb3bc78fa55d9abed46d41cdd2925b3142c7e1f497485f4805,64ad2fbcaee47bc35d99e01cafd4f19a92b28dcf0bcd52da32aa6c5cc9f03792,df0c86d760d088cf6b2921dccf9ed6172029f1eca0773c3e8899bf316a1da7a0,8e7d5268c75729dbb851b70d28cd1589b68ccb2237524fc273ab42c4b7dd45b1,26a56035f03dc4191fcbebc0fe2e860ec07f90182fb843d5742b4ea7870afcfb,82b333b6afa1c53c54438ced2d9da94f6ed8c4bb1975b467992fc5e0ebf3d552,28238330a5b7f495806ac3f64ed13368631406502cbcc4e5c77c13d539862747,0f92b4418f7a01016289fa8e6d453c93298c649b67717552d09f1f549b8904a4,49b40a7d7779c268dfe6d015aa7eff43cedb83f4c38b9cbdadd18630d062215f,,
FR6-1,FR6-1,1,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,920,7,8,40,0,0.991411,0.94135,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-1/FR6-1_S01/stitch_registration.json,9e1c6b8cb1c31fe58bd9f0b619cd3997594c14a1e5f8833bebf1d01d56d17f96,25bb89624d5dc48c35ab5e149650ea448aeac0ac62c3633638f66782176d70ac,9514b5cb01cd9cccdfad497d1fa87edbf357f739e1495e676d3a51ab69ef7a00,4e0c316756c56f80444019db18562b2ea4844a7373564c7a9617f5e7a4c47a36,22ca87f6f1765f68bfe9524fb22ba74b5561ce5b52f4db7816f06d5106e3da75,6a801ddf783ae0af1dcae67a7742eb30dde4e569217b9e00d3f8a1a8e9d39bc3,9d04a830586e71342aec87ded93bb3ed1c975f84f72c86821ffd6ae6eaad6f67,535f040a49522110ceb07ac7d90bf30b61a98434ef1da4204a2ac930571cbf2d,984c67feda962a3b77d736d946e299ccf4819a196d0b6d2c87c5139105fc71b9,5776b8a4e54d75731e478fd746f74dc5b824b911054044cc003d0b6b8c9cb6c9,fcfad1af892d091a8e1ef16ab86d9b67bfb4a2232c7d8798d7aa8c7e35999d6f
FR6-1,FR6-1,2,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,anatomical_y_fallback,True,True,True,960,0,0,0,0,,,0.6888864222917206,0.6702812325060608,0.018605189785659837,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-1/FR6-1_S02/stitch_registration.json,c09f8fb42082dd1aa0f7ad99f11449695e0b2fbd2a346221159630d29b652db5,458a9d8631a83847213236faae49d1fc7f9bf62f5bc78bfea2dded2a3b2f96d3,0657be4438d85daddd32f95bb514b18e0272cf58069b87d28b51ff9de05f413b,e894e0415bc563ca4dfe028f5d5d654f74140a0fab6a4e3e59f0702d5400218b,c72f1827435d98d7e394df85b8a691eb83988cf61d92629bce8cc452f3619760,52f5d0c5984a644d3af482c846fa5fdea89381133e183739bc99e5d6d2370eb8,9fabae81bd61260952ed27549a176be36f7e63d53a984dbd6ea41d9101df27ad,ce7cf75753ef8f63c8fb6d44034462ec554853064bea48b668beff0037baad20,459d8b6619b19adfdf1edfa62519981bf3886bf0f3d5e7e594faa3701523116b,0e01defe1c32ae7b950648c4b071f3ba19e591dfee3f8573eda88ecbb4072986,125adb625c3346df0b3f04a6c3d569ab669e0237b3c6f37daeda0eb8e04cd2fa
FR6-1,FR6-1,3,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,932,-14,9,28,0,0.993104,0.948437,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-1/FR6-1_S03/stitch_registration.json,df14b87b307bb1ff4eb85a022f8ed4e5a6b88d33abc51ad47ffa6e5857d12c45,8059b50741ca2a6cf3fb7aa022085d540c0d902fcaa6e00f633a80338132738a,c778f962388eb1b428231d10a1fbd58d488ccaa448353c13a04b3f62cb79037f,48036143da001a286557f63573d4067c821f95f784506b4fee4889c368293f5e,867a57ada3185b62c0e143ba68222fa68c7cb485fab1f9b70199f0b2418b500e,6bc3887c190b0bee0b9cda9a2d8a09313941223ff8890bd1a45e6060ebefc27c,df2354b02e7c4b2f77a2f29f459bff5f463f000bf387aae5b7d207dec7b3e78e,ca833c7d4b6fe035eb9960add58d2b9344aad3bcebbe3310009f807d2270c025,57e93bbe58e5e0700e979bdadc2fbe3fecfc85595cbdb74f6193170fd4d3bc74,549e791def91b0efb9effeae014fbddc5315aedb2953268424bd7293c9545ff8,c423370db7559e1e16a6ad7dcc6e1daec473520127632a7abc348e5c37ec7148
FR6-1,FR6-1,4,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,854,-2,62,106,0,0.992094,0.952748,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-1/FR6-1_S04/stitch_registration.json,49aa77d8a8bf5976c2f7073f38699fc604348544dfe5841be1eae42c01177ca7,193d81b8f157da5186558e36679bd655a02ae57d7bc4ff2a20117e7ef3305401,efa35862af7986487d97d69650b4eb0f119b092b8c0511fabb32b339ac2e919a,2309540fa6df577bff84c329ff3cea0a70414d15b9450278d6b0b70c3b30a932,47111112c06040732982bf44e83017442aac80ed3b6e5e2a5bcf95fe1eef86f4,80f5067667bb188beeaa17757fa4640e67ef24115baeea8ce9b686cd9f7324fc,f653c65f07e69b7e83a36ede6062b51085a587656fb83ad19130edae8a9a82ad,21d4033b0663da038fcbe16a4ed3f4aa0d2b65bd266815a766a2e2a54f1035da,3d0dd9d6d0b01a15ecbc5cc0e7629542cbdc6d033bcb910b75c46df8cd95d132,dd906aeabed25b649a4f0fb0b459e25d2fd252f9b193b4373d56ad009670479e,d8ec9fdf7567680e04a438b13d306ed4567146e5d35e06bb20a6cf09bbcacecb
FR6-1,FR6-1,5,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,anatomical_y_fallback,True,True,True,960,0,0,0,0,,,0.19750032972518286,0.1940152666021162,0.0034850631230666507,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-1/FR6-1_S05/stitch_registration.json,afecd0ed2bff104ae417000a7ba1a369fc22e5b6127a3abd98cf9d813288e211,6f4f7ec3b526ace4cd7ee87b959d253c253ca98191dc3186160ea648e0cbd522,15f953ed1ef0bda5b33aa95eee5ac9fe4ced09d8a39f026abf17d5bd4cb4efc1,137d8de1e04e581a733acfb4c3ca33652e013411ef7b222077795331b9541df8,411d063c8e3a4066150e1940bc01d3ff741691889e9a5fa4a158d78e4a4517d7,50adde8270175894e1f642ed5d51532a465ffecc490be338fb65253e34352e76,8f3a09ac0c4c827b7f95f1d2c9604709285a2ecd80465ca2e2d19223655f0351,c5ccbacbf7c432cc7280bec2839e22e24d8175e7e8c21facb17f258afdf773e8,39c00bf9a3f8259f5dfa626a274b149320d991b300caa965d9b65c5f1db7159b,5fdfcd2c9fca1b0f2606bce211cee68c6692d002d62144e13167e3d0c4af28b9,dcf9512b787cd1be09f9970ecac93faf183f54b4ac698d3aec4d7da649395792
FR6-2,FR6-2,1,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,anatomical_y_fallback,True,True,True,960,0,0,0,0,,,0.22554034556022579,0.2201151265775169,0.005425218982708896,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-2/FR6-2_S01/stitch_registration.json,a8fe57013d42c22269060421f285263d634d9512e9b67834df432a3f2547849f,811437da664db199220a6f5952946078e96cda7b7ecb2aa910fa0e3f85906c9d,d6e6f38ffcc384b9c88200bab2aa4f82168175e0f44263586b0d2999b75e38b1,8903deade2fdda1422f2dd4376fbff5bd455e6bd780bbda42634191869c7dc57,3d70a2dfc22e4fd74fcf7553afd7416bc5cfee3cb9fc6ca6b7277bf67619c268,,,632f57ff94368bc393951b74514f99d0791ef8a6d580b142bcff61c93d5984b6,caeb8a2f8540e76b412287dc9ef936406d0a3ab3df9b2f9c548c2378764f4a66,d77cdf60295ad99f37d897301b36383e8d0a2c01207eaabd52c35815e0c72cb8,f105222e8c06b05129d55f90beaae425e3ef97d8bd75712137ac8ded9a8730a7
FR6-2,FR6-2,2,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,849,-2,52,111,0,0.98416,0.938159,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-2/FR6-2_S02/stitch_registration.json,70c3e610a5566f13866e58b6e9fd86d3a15ba86cce3d84f75c0c64a73789d680,e949fecfedc38293f325082ae68dfbe10ee5561497ef9d9991dee7968d21d819,101c13e9bcba0dc443af57f692928ebbf0bdfda71c089fa935232ad9a878c153,e790b35e49dd08982942560eab8513255dcdd5e1e5b2259ddb818373ac81c88d,4009bc69a7c6e177987b249e6bdfa177c96c2c770ba31423fb679790d08626e2,,,cd71ede9f1e6a6013695e90a4cdd1539712f39317d0037d7aabae39356bba971,ed2d1364d46815939e2c502a31034e605c7ff609da2825a1e72110db89cb7e31,25eb7103e30bfb2d19159bc15036f47e6d895f3d8dbf1c73e0ab4da1b30f243b,7b97b84454ea1dcb404bc8cda05eb3994da7adc1a12dff13b3fe2a6242161e67
FR6-2,FR6-2,3,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,906,3,22,54,0,0.99498,0.952055,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-2/FR6-2_S03/stitch_registration.json,570de5384029c5cf4cad221e706d0e3d6b45b886629c951df273d574cda568f7,8835a1e045f7b95bb9ac5e9c52007a79bd458fbdd20f564f2f84600f6bcd4225,4766a274f9ed24441c080b2a9940d8032db890a3bcbcc415dbe8b2b7665176eb,ee834e8e4558c8d93585379d3eff2f01833736bd8c1baf358e2d81cd6de4d56d,0d7a8e1ed6d94faf7a87b37361150702a7df827c50523e18270c032b310a551b,,,bc492bb34bb5407d01163cab775104e51d697b74486893f323a6dd8bd72ace13,b7b448f35bd47001e8ad26a4136cc0e135c4d1bf9c57fdc76db14dcb16ed51d7,c3a43aada75f9fff89a22884a9d599bbadf80173750f1297e4f3ad7f6a5cfc28,8348b4b702c273e9f05ab8c896e091dfbd5f3248c8fc94fcb7645fb134736385
FR6-2,FR6-2,4,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,922,4,29,38,0,0.99535,0.94866,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-2/FR6-2_S04/stitch_registration.json,de5dc5ae2aba6472ccee9fd9bb878286529db353950a702673bfe896c4e93e74,52433828fde87ab5a501065f6552b86962af5b3e015457b0940d3023494f4334,bd7b3f9fd2e185c6ddb4db28c90074bf7721c03c971f301aab799fb8d0b0fe95,770bc4ffdcfadbf752fffcc09080ead3d845df782fe5097e4aac734dbd9f127c,e5be3371dc238595ad46bddfe45bdaa4c9d1d2c26e86d7cdfed959950432b859,,,657d2ebbf8c9bc0da5fd6ac6d759756966d39a9760867379ac05ee0d9fba82ce,5428de08c701cc5b6428c6c73fec5a7b49a87b222a80c28d0c047d9edb1c7ae3,b90058db4d2ad44f360114bd93d0a5fab69b8a5ffa996cfec541a8d9ac34c8c7,45addd12d9e4e73ef729468976a94ed3b968254c610cbd141e4449ba48bdab68
FR6-2,FR6-2,5,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,823,-11,59,137,0,0.990485,0.914069,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-2/FR6-2_S05/stitch_registration.json,93f73a653e52cc2bf270b5b2826dab02557dd10894bfe5e5c8e4c83f60d83a94,0cb88b886870e5a749dd92d8fd36cba4a34cecb00c65714ac540587fcefc4c41,247f2d9272c11b7b1aa6ed2137860dcf2fa93ff693785c31f6300d561de5b356,cdbd40509d8373f96fc163634deadd7ebf620c34005c618062105182f49af563,e4df494d87acad9dea7900dc611ddbd70cd7710c3ce8b89b0252e7857997622f,,,4c9b9cac2c8f15fce4ed734989af29859e801914264a3569e9e9cb2dac323dce,e1b0e60194236ef63ab8c982ac459013962b063515c4d51eb472836c448e8f28,ed7b9bff262d445de7fbd84b11a6874da870db89d4052f0a9d260cb563868e0a,290a4103e3a7f67877a237e5ee7ee2eacea9be6ebf9d799449c19d55a67457fa
FR6-3,FR6-3,1,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,827,-1,39,133,0,0.985143,0.938381,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-3/FR6-3_S01/stitch_registration.json,e418ed9bc513c7978b800db96e01b68687bf9c340ea059c3c768576a9f3065df,40a60bb25387799a6cc0266258c7a9f70b25974aac21095aee3d253e63ebba91,6044c3c3bfb92e52426f8dda79d5f9bb6cbaf9b818ca6f46f97dfa0a728f0a0c,bc638dd8f08dfc45063069420619a04da04710e9c9feefbefa549274a4ada16c,03bc7e796bf10eb1c3d33ac2e9a2066a10f27338c34ea9e59e0e35335b1741ef,30c98c8bafe490536f17311eb10fefe9fdf73affb93be69f6485a848e015773b,bb9e686b8083566d4f4f79e053af8aa799671256b1298b682d661ef0e0c29bf1,386610381b66f94920549ce1001a483567ea9674ee0f79dcfcc4f64cea4b7531,b52f5ed6df9d67552d6cef5d1ca1e3cb612fb6e8838d57e2e9a1154640b5c85c,,
FR6-3,FR6-3,2,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,919,-38,16,41,0,0.997208,0.940669,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-3/FR6-3_S02/stitch_registration.json,e9d1a15c0e06ebb1ce3b9a474af7b51657a6b426884f4cb92ddbcf671b051742,9913d95ca3c05084ddb34498861274dd28a049342fc30188d5df9a4b6c977500,db3ef1a21e1706d4f87a2b19cb9826359af43fb8945b30dfe7891e2de4c8b2b3,11a00af7b0182b1648617a34e9b2ddbddcbc6991bbe70f2f1561ee110236c954,5797550a636d00015bdd5afadc6363429ea2e5cff8a20ced89a231ed080f52de,a886e22c9cb2b5a57a8664f1cd134f3cd4f1a227ce57b955b40584affde02628,c2b4f26d0ae4101a80b2e945750ed9b12dcbd839a8271c0dde6d22488547a8e3,114ce8d6a8bb8b56c55192aee979621a060fef30caa9f63b4c99e33a41cb8362,2dfbcca6c3745fcf3a7323ab8d44dc1a45163157f7dd42cdeec07a750de9edd4,,
FR6-3,FR6-3,3,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,839,-2,63,121,0,0.996156,0.960453,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-3/FR6-3_S03/stitch_registration.json,d748f5326cd42a92ed06417fee49f798960bea777f430020a389df4cc97c7249,9278c70d47305ce5b89a449932fa84a85ff04e8c276f58d02beed3b96767bb5b,c5ba113d532a6c3f75a42d11d00f40a66a0c942ced28efef3216460398f71d5b,567d5eb09e9c32204db253e2bb0d985dae08b433281ed15534dd9d66f40b8728,e53b06e83ce70601c34a78e3a9f248e2884592eafc7dfde4e791991b6037078b,0da3ef791f911ca439380eb0c5915057e600690a3ed4cb4816208f36f91821b0,09bbc247e6cb56d57d5b75fb4e676f9bc52f0e6f82030e4a6de178a779fb8fb4,93c603adfca2217d9ff90f60f8ea893d15660bee7575103c86cd296eb218b9a5,5a3da838fdfefcdfff55264e4c322c793fac101df042eebcddc35249c1c449d5,,
FR6-3,FR6-3,4,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,863,54,64,97,0,0.992682,0.92531,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-3/FR6-3_S04/stitch_registration.json,0db195050b045f501db182f317937e6dd67c3f6320cdfcdb21be2f81ba2968e8,51d64aec5f9b4d95bd6970dbe955dcfd6f50109c6faf7c82a6c0252dda916e4e,c970c14265b458cc4b03c347fe8ef68dbf3701f647a19bb06c883880f89039e5,a392f9abbf86cd7202230e470894fa87c12dca0ece4ea82df32709cf884a4652,87b33ca3ace3580703d2acc23f705eab008ea28b1cd0a72cdfbe3cbe4e64d3fa,52e7aec38c20c5bf7ad9eb397a623c618988b0d314b0545160c95ed53c3fcf9e,ffd589c17def70df814ec96afaa139a90b3936c94ab945467aeb2a055dc8d21e,171c6d9ac147d8e3e38eed7c451b2c8b6bc5ca34d786dc1bc75b9db35de0effe,46b2aa064990615199ae5c0014fdaac69d096179f5baffad264a2bf298f3361d,,
FR6-3,FR6-3,5,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,753,19,154,207,0,0.992508,0.949159,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-3/FR6-3_S05/stitch_registration.json,5c2a74835a2e265d40d938e9ebf1f50dbb9cef10f6e487b8a84bcd1829207b89,fcd16aaa58e1ba76d61b7bced0c8ec20216e4c95d5a8593240919ab49b463069,d2991198eec3b62a1932a3913fa621bdad6a2bc21971576f3b01092e7a01905a,d3f4ea55d966a9f0fce0668851343857d71accef2d3fd4a45decc9512bcc8214,85c42fc1b463eaa743536120f210ca19d3d99eb5312011638cd27304a46a80b2,a60034b24fbc5a2ecfd911e3a8abc7ccf2d3b406d331563c10cf3bba10af6d11,e5568eed9fb96366274016371106c4eba66d8ffb4f98fdbaca4fab8ee3e39063,5fdaa9ccf113454eff38d155afd3805059671396fb9bc348b3e1bfbe2fce9fe8,4392938c6a31b89ecabc62cba895f3e72630dbfec3100447ee77d3e5812b95a5,,
FR6-5,FR6-5,1,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,844,4,57,116,0,0.988084,0.912477,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-5/FR6-5_S01/stitch_registration.json,2d96ab3035fd5fe2d4548e040fb51837f79d1e5400d24d0be94244a5b9da37f5,acdbb560432b03e8736a08a241d069a21c2132f7133c323f7dfa89862eac7269,1f8b5c5ade8613ccc97821a5d406959829cf1aed117a10e9a4ddf67d94eb06bb,e2bff51ba0e6340ba3381d0a891efc74326a11dc711ee2a73bb433f4ade92fd2,975e0f74f7c1a648332e1fb190babdf790fca000fec3f775e5106841c84c1779,f6c89401652b5d5586397fc5e0f54f6de08e990a66b152ae3f7f3b4666aba958,bd5866976c43cc311fb05c78d23163a248003f65d0178f2f1753ffb7cb330164,4b4c62d58d53eb03d337bef76dfff76690da116404224c6c8212a4fa3c3b541d,b34474f44eaa01b78e99db436c71c433aa48351e1e70b39a736aa97b75b22337,,
FR6-5,FR6-5,2,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,917,11,18,43,0,0.99775,0.920003,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-5/FR6-5_S02/stitch_registration.json,2f2ff460a7be2a15a72f535a9044e01f1c0c217262c0d92845da9ae5d96e3030,1645a70d4b399d5adce6c12252269caf26504099fc024314e7a853ebee4a1db5,f3af177a0a5730d2af2f5dd9aac8f157ce615c514b6351204c1b99212ad0c022,c2d4d152b9d6245793594ca2c368736a94b54fbc1711321b5085c4f6936be749,d42de4f72ba7f4be66e2c632091da9025bd4f08628cfbe615337400a6e4a505c,ec2813e80733d74a626b21eef4447a866624d296b0d2e8f6aa6323af7f4390c7,a8f52e8ce5ce658b258084c1da266e2dc71e92814d8fb1567144a2ec84b9708c,2cbc732cc8ca7fef068cde399b08072f3cacde4983655adcc7ee1c56ada39913,b5e619c67ea54d4fabcf184cddc139a9b775f3d9ea707f0d3ee5fdf73a18107c,,
FR6-5,FR6-5,3,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,851,10,61,109,0,0.987151,0.938423,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-5/FR6-5_S03/stitch_registration.json,d2a20d41f80c643f9d6de732feff3753fe1d277e42ccb041d5640054251fb07b,d26e9e60e53b1bb6ce87c23d2592ddd2c185cf7bae8186c4a7caab347b995e60,2fe28005175643286d5f263d014ba9648515600b2dfb15374086de11240fa403,a0e2be03cf6082d8cbfbd3e4dbed5d218934ae7ed5a3ec877a126f45e7c5c6e9,45d860e4e57a47d41236cf46bc3742d0deada58fb878f2e39319639977c22237,6c2223d714a1a4fe97307b732ebb2b3716cd80c5967835e52c96d3766cab3501,9819ff65cedad289c9ced9be5040e5886198abe1fcae05a174d9350808c7ed9f,b142d174fe46169e821b6525e50a01cef5617dd79aee2e38861626e3b33ada9b,e1aaf047f06fc09e5fa56dbe46c48b75a65af39409a251a501d1a9ddb2217517,,
FR6-5,FR6-5,4,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,858,24,20,102,0,0.993828,0.941303,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-5/FR6-5_S04/stitch_registration.json,a1e028d21f4b75a52ea23c171ab292ad79af48a0c00046fc629cb7febd331f73,5fe9e25efa321e05d057f6d7524be9875d1594e0c1d2a3b08c8f0c9716f8eb3c,1fb8dbf8aeb43d0f3feff157e19b2afc8667270b866c086160d73b228665864a,1740d9c229f0474648777ebb22ca2de2a199636daf26c3ea2ce081d2ed3c39bb,769c1f8d043c9ee3738e3d1c1ab17d7cf040ae63813856c1be0a6ffa4e953583,088bd9f4d55fcceb62c1eb412c02cf930051b176ca657c76a81b6f09baa3c9da,d8c64c56455dc2da6ce73af5e587a84b146520c5048ebcccaf2c3202f92278d4,78f417673f15b2d17190e23001ddf500c0397457606a6925751fb2bcbeb54319,de00f1587751656b9a88d3598f509c5f0de35fb75a363fe7cabeee2bbfc49013,,
FR6-5,FR6-5,5,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,manual_review_required,sift_ransac_raw_ncc,True,True,True,849,5,67,111,0,0.988503,0.942182,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR6-5/FR6-5_S05/stitch_registration.json,43513c36680f827b4ee3a84358c79432e3a3faaa70efcb5eb0ca91a3ce9249e5,2296262fba95fb5ec3fc850312b0c1ecf53bac1b7f6fad4c89f399e468ca5d5b,8764bd2752c08ab6b44bac69585edb3e96f59bbcb5af9be06ab3e1435a38ea44,c32c82427ba0d63d0c990b70bf324cae0dfdf4bc94a330a3a78c487982d6c2fb,dc9f2ee3657093a83502768dd06adf308e41ecbf66468d832f108b48b33c9cf6,e91ceea5ce175c484e37f0322df925576f3ca2d2b44f575920c9118fa1104e36,444ed250f1c12f42902f2966cea3c14e0eb985c9b12b0f2df69aeedfc7026791,ee707b2de11a6e5aa21c82d52c2699eae4db9ab6996f8bb527ea4327eb8fdb08,d89e9e0489d8afb54881f5018f9505e03e321014247e6bf31328fd219a08c314,,
FR7-1,FR7-1,1,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,821,37,93,139,0,0.9931,0.949296,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR7-1/FR7-1_S01/stitch_registration.json,c5028e0a72f855c9c0740168c023011d3f1b5fa2139019b8961a076b079b8679,140996bb741bf02d6a63747a44043afb06186fdfc74bad2c7a086820110e0786,99d31840d6d833c822599c52a1dced6275444d29862c72b926f410ef6e84e284,2d3d0a56cdeae5baf08c6c2afbfe42ad6424c1939a446a3c3515bb904564b76a,f2176c3e113297a1cb576dab8a75afd28a3d85bb83c78b9179e860b056d8f6a9,ad9a8af4b346742f8ebc7212eb88070df6b54f108b1a38212d9bbd7ebab2a03c,1246ac364f8086d88deea0356b792f7bdab93c8906f50ceeec0211f71f996699,630c30813f7a2f341d06690d6d196239e372d8d3a71644ca3e39b2bdab7c11fd,820d302ae0c6101194995fd76ad1ce2835bfb5166b515cb957e3a215a6b62fa1,,
FR7-1,FR7-1,2,,fig4_stitch_registration_v1,dapi_integer_overlap_v1,verified_overlap,sift_ransac_raw_ncc,False,True,False,858,11,77,102,0,0.995581,0.948979,,,,/media/server/STORAGE/Apotome/Paper/analyses/Fig4/results/local_dapi_size_20260909/reconstructed_sections/FR7-1/FR7-1_S02/stitch_registration.json,5e8faf8b8cccb7eaf802e164f0b8f8089f9749f23ddd18581464c505502f9e7a,02ce88d1b7edb52bbc64b46602d81264dc000a3d72346122b7d8ce5a1e36f6f2,fd5693dbbe845a2e1a6c7de75e8d4a37911be69b9d8794a4c917b08995a6ccce,e373e6c03a7381d97510dda89369ca208f71826ef3f60e2bcb5ddb26c4bbd078,3046950e1a5c33a50bea71ecedd25482665a5e0f057115ed71e6c2db6e4217ec,50f6a751cc6c412263586344466cf7fc9ed9e03b4fa0774ecfe94e78373373e3,c954ce6973335036b669f2138b295e4b0f990a761b4e1fc677bfa993398910dd,c8724289789fdea7bd8ea5c9eb28b8f76d68e151a0f92647c31e68216a95df4e,7c537cc094294481b77af5cd080fb9eedee4b25b7b7110fc558f54cc21afe517,,
