field,pomc_label,region_code,region,area_px,centroid_y,centroid_x,dapi_reference_n,mean_dapi_area_px,minimum_pomc_area_px,excluded_small,decision
FR6-1_S01_right,19,2,ME,61,627.3770491803278,176.327868852459,166,82.69277108433735,82.69277108433735,True,exclude_below_local_dapi_mean
FR6-1_S01_right,20,2,ME,56,633.1964285714286,156.23214285714286,166,82.69277108433735,82.69277108433735,True,exclude_below_local_dapi_mean
FR6-1_S01_right,21,2,ME,50,638.82,14.42,166,82.69277108433735,82.69277108433735,True,exclude_below_local_dapi_mean
FR6-1_S01_right,22,2,ME,49,679.1836734693877,79.48979591836735,166,82.69277108433735,82.69277108433735,True,exclude_below_local_dapi_mean
FR6-1_S01_right,23,1,ARC,124,323.6209677419355,746.491935483871,656,108.54573170731707,108.54573170731707,False,retain
FR6-1_S01_right,24,1,ARC,162,385.60493827160496,698.9938271604939,656,108.54573170731707,108.54573170731707,False,retain
FR6-1_S02_left,1,1,ARC,139,228.58273381294964,748.410071942446,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,2,0,OUTSIDE_DELINEATED_REGIONS,203,265.64039408866995,174.6206896551724,817,120.70012239902081,120.70012239902081,False,retain
FR6-1_S02_left,3,1,ARC,137,265.46715328467155,632.4087591240876,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,4,1,ARC,256,291.1484375,451.2734375,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,5,1,ARC,250,368.936,394.556,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,6,1,ARC,156,378.38461538461536,787.4102564102565,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,7,1,ARC,209,381.6650717703349,724.3014354066986,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,8,1,ARC,170,393.83529411764704,597.2352941176471,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,9,1,ARC,212,398.2311320754717,431.17452830188677,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,10,1,ARC,189,406.4074074074074,739.5873015873016,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,11,1,ARC,218,418.5963302752294,551.348623853211,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,12,1,ARC,236,417.4237288135593,686.9110169491526,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,13,0,OUTSIDE_DELINEATED_REGIONS,120,421.5833333333333,299.5833333333333,817,120.70012239902081,120.70012239902081,True,exclude_below_local_dapi_mean
FR6-1_S02_left,14,0,OUTSIDE_DELINEATED_REGIONS,259,426.4092664092664,119.96525096525096,817,120.70012239902081,120.70012239902081,False,retain
FR6-1_S02_left,15,0,OUTSIDE_DELINEATED_REGIONS,217,440.55299539170505,260.14285714285717,817,120.70012239902081,120.70012239902081,False,retain
FR6-1_S02_left,16,2,ME,219,448.92237442922374,873.4611872146119,227,96.34801762114537,96.34801762114537,False,retain
FR6-1_S02_left,17,1,ARC,242,450.44214876033055,677.099173553719,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,18,1,ARC,277,465.3321299638989,710.6859205776174,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,19,1,ARC,146,464.59589041095893,550.9246575342465,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,20,1,ARC,196,470.2551020408163,768.0816326530612,856,112.79556074766356,112.79556074766356,False,retain
FR6-1_S02_left,21,1,ARC,112,517.2142857142857,538.9464285714286,856,112.79556074766356,112.79556074766356,True,exclude_below_local_dapi_mean
